,BTCUSDT,XMRUSDT,AAVEUSDT,DOTUSDT,CRVUSDT,LTCUSDT,SOLUSDT,UNIUSDT,TRXUSDT,BNBUSDT,ADAUSDT,EOSUSDT,DOGEUSDT,MATICUSDT,ETHUSDT
2023-04-09 00:00:00,28323.76000000,160.20000000,76.20000000,6.21100000,1.01200000,90.58000000,20.28000000,5.91300000,0.06662000,312.80000000,0.38940000,1.20900000,0.08318000,1.10080000,1858.92000000
2023-04-10 00:00:00,29637.34000000,159.20000000,78.50000000,6.29100000,1.02900000,93.78000000,20.89000000,6.01200000,0.06730000,318.50000000,0.39710000,1.23800000,0.08473000,1.12070000,1910.20000000
2023-04-11 00:00:00,30200.42000000,162.20000000,79.10000000,6.41500000,1.01800000,94.22000000,22.98000000,5.93300000,0.06632000,322.30000000,0.40140000,1.23200000,0.08408000,1.11200000,1889.86000000
2023-04-12 00:00:00,29888.07000000,162.10000000,78.90000000,6.40300000,1.02800000,92.06000000,23.80000000,5.94600000,0.06514000,319.90000000,0.40470000,1.20700000,0.08346000,1.10370000,1917.39000000
2023-04-13 00:00:00,30373.84000000,161.80000000,81.20000000,6.63400000,1.06500000,94.17000000,24.43000000,6.20500000,0.06523000,324.70000000,0.42510000,1.25800000,0.08729000,1.13340000,2012.01000000
2023-04-14 00:00:00,30466.93000000,162.00000000,82.50000000,6.73100000,1.09000000,96.33000000,24.71000000,6.30800000,0.06619000,328.90000000,0.43810000,1.24900000,0.08866000,1.15990000,2099.99000000
2023-04-15 00:00:00,30295.09000000,162.30000000,82.40000000,6.80400000,1.09300000,96.68000000,24.05000000,6.26600000,0.06588000,333.00000000,0.45220000,1.24200000,0.08888000,1.17020000,2090.60000000
2023-04-16 00:00:00,30304.65000000,163.80000000,83.40000000,6.82400000,1.10300000,100.01000000,25.34000000,6.31400000,0.06655000,347.70000000,0.45130000,1.23800000,0.09043000,1.18280000,2118.67000000
2023-04-17 00:00:00,29430.27000000,159.40000000,81.10000000,6.69600000,1.05000000,98.84000000,24.58000000,6.12900000,0.06574000,340.00000000,0.43410000,1.20600000,0.09137000,1.15290000,2074.00000000
2023-04-18 00:00:00,30380.01000000,162.80000000,82.00000000,6.91400000,1.07300000,101.95000000,24.82000000,6.32500000,0.06681000,343.10000000,0.44350000,1.21900000,0.09411000,1.17180000,2103.50000000
2023-04-19 00:00:00,28797.10000000,153.00000000,74.00000000,6.30900000,0.95700000,90.47000000,22.66000000,5.83100000,0.06563000,322.40000000,0.41630000,1.10000000,0.08788000,1.08430000,1933.73000000
2023-04-20 00:00:00,28243.65000000,153.50000000,72.40000000,6.11100000,0.94400000,90.22000000,22.20000000,5.78500000,0.06542000,318.10000000,0.40070000,1.07800000,0.08389000,1.04580000,1942.98000000
2023-04-21 00:00:00,27262.84000000,151.10000000,69.20000000,5.84900000,0.92200000,85.32000000,21.25000000,5.47100000,0.06497000,321.20000000,0.38240000,1.04300000,0.07842000,1.01150000,1848.78000000
2023-04-22 00:00:00,27816.85000000,157.40000000,70.90000000,5.94900000,0.93700000,87.00000000,21.79000000,5.50300000,0.06610000,332.20000000,0.39560000,1.07300000,0.08028000,1.02450000,1874.16000000
2023-04-23 00:00:00,27590.60000000,157.50000000,70.40000000,5.90600000,0.94500000,86.75000000,21.47000000,5.42900000,0.06671000,330.70000000,0.38860000,1.05600000,0.07878000,1.00370000,1862.00000000
2023-04-24 00:00:00,27510.93000000,157.60000000,69.90000000,5.88500000,0.92700000,88.31000000,21.38000000,5.36000000,0.06610000,331.20000000,0.38350000,1.04900000,0.07873000,0.98890000,1841.84000000
2023-04-25 00:00:00,28300.79000000,159.70000000,71.30000000,5.99900000,0.94000000,91.03000000,21.93000000,5.45100000,0.06584000,338.40000000,0.39450000,1.06000000,0.07976000,1.00430000,1866.10000000
2023-04-26 00:00:00,28415.29000000,156.90000000,69.40000000,5.85200000,0.91900000,88.13000000,21.28000000,5.35700000,0.06507000,330.60000000,0.40140000,1.02700000,0.07859000,0.98590000,1866.01000000
2023-04-27 00:00:00,29472.77000000,153.80000000,71.40000000,5.97000000,0.94500000,89.73000000,22.33000000,5.55400000,0.06576000,330.90000000,0.41010000,1.03100000,0.08014000,1.01220000,1908.68000000
2023-04-28 00:00:00,29311.70000000,153.20000000,72.10000000,5.94700000,0.92400000,89.63000000,23.34000000,5.52400000,0.06667000,324.10000000,0.40430000,1.04000000,0.08033000,0.99840000,1890.94000000
2023-04-29 00:00:00,29230.45000000,154.50000000,71.80000000,6.04100000,0.93000000,91.08000000,23.19000000,5.63400000,0.06800000,321.90000000,0.40240000,1.04300000,0.08157000,1.00320000,1907.80000000
2023-04-30 00:00:00,29233.21000000,155.40000000,70.20000000,5.87700000,0.90800000,88.22000000,22.74000000,5.44700000,0.06713000,337.50000000,0.39560000,1.02200000,0.07951000,0.98070000,1870.09000000
2023-05-01 00:00:00,28068.26000000,152.70000000,68.90000000,5.66600000,0.88300000,86.75000000,21.96000000,5.33100000,0.06851000,328.50000000,0.38680000,1.00800000,0.07882000,0.95940000,1830.73000000
2023-05-02 00:00:00,28669.86000000,152.70000000,69.10000000,5.71300000,0.90400000,88.20000000,22.25000000,5.32500000,0.06922000,321.50000000,0.39160000,1.02200000,0.07876000,0.97680000,1870.08000000
2023-05-03 00:00:00,29026.16000000,155.20000000,71.70000000,5.77800000,0.96800000,88.88000000,22.24000000,5.38900000,0.06927000,325.90000000,0.39400000,1.03200000,0.07962000,1.00590000,1905.12000000
2023-05-04 00:00:00,28838.16000000,155.50000000,70.80000000,5.67100000,0.92800000,88.38000000,21.74000000,5.26400000,0.06940000,323.80000000,0.38730000,1.00500000,0.07838000,0.98260000,1877.07000000
2023-05-05 00:00:00,29505.61000000,158.30000000,73.50000000,5.84700000,0.95300000,88.61000000,22.82000000,5.54500000,0.07092000,326.50000000,0.39420000,1.01700000,0.08017000,0.99790000,1993.30000000
2023-05-06 00:00:00,28848.20000000,156.20000000,69.80000000,5.63300000,0.90100000,83.26000000,21.91000000,5.28700000,0.07025000,321.90000000,0.37870000,0.98300000,0.07672000,0.97530000,1896.33000000
2023-05-07 00:00:00,28430.10000000,156.90000000,68.70000000,5.63200000,0.88700000,83.42000000,21.66000000,5.26200000,0.06920000,321.00000000,0.37600000,0.96900000,0.07652000,0.96360000,1870.40000000
2023-05-08 00:00:00,27668.79000000,153.50000000,64.50000000,5.36900000,0.83200000,77.71000000,20.62000000,4.96800000,0.06850000,313.80000000,0.36530000,0.90600000,0.07239000,0.90050000,1847.56000000
2023-05-09 00:00:00,27628.27000000,155.00000000,64.50000000,5.32300000,0.83700000,79.90000000,20.65000000,4.95400000,0.06906000,312.10000000,0.36330000,0.91900000,0.07310000,0.87630000,1846.52000000
2023-05-10 00:00:00,27598.75000000,153.80000000,64.70000000,5.46300000,0.83900000,80.93000000,20.91000000,5.13400000,0.06933000,314.30000000,0.36930000,0.91300000,0.07312000,0.87640000,1840.84000000
2023-05-11 00:00:00,26968.62000000,152.60000000,62.30000000,5.27800000,0.79900000,80.88000000,20.17000000,5.06600000,0.06771000,307.50000000,0.35980000,0.88300000,0.07193000,0.84090000,1794.30000000
2023-05-12 00:00:00,26795.01000000,153.80000000,63.20000000,5.34200000,0.81500000,80.45000000,20.90000000,5.19400000,0.06908000,308.50000000,0.37050000,0.87500000,0.07235000,0.86480000,1807.45000000
2023-05-13 00:00:00,26775.28000000,153.00000000,62.10000000,5.34600000,0.80300000,80.26000000,20.84000000,5.10300000,0.06934000,310.70000000,0.36460000,0.87200000,0.07167000,0.84870000,1795.11000000
2023-05-14 00:00:00,26917.62000000,154.10000000,62.30000000,5.34700000,0.80600000,83.50000000,20.93000000,5.14000000,0.06939000,312.10000000,0.37110000,0.87600000,0.07196000,0.85930000,1799.21000000
2023-05-15 00:00:00,27162.14000000,152.00000000,62.80000000,5.31300000,0.82700000,86.89000000,20.99000000,5.11800000,0.07026000,313.40000000,0.36690000,0.87900000,0.07191000,0.85920000,1816.20000000
2023-05-16 00:00:00,27033.84000000,151.70000000,62.90000000,5.29600000,0.83000000,89.99000000,20.67000000,5.14400000,0.07055000,311.40000000,0.36820000,0.89300000,0.07275000,0.84550000,1824.21000000
2023-05-17 00:00:00,27405.61000000,151.30000000,65.00000000,5.42200000,0.83200000,93.88000000,21.06000000,5.34500000,0.07121000,314.30000000,0.37550000,0.90500000,0.07483000,0.88680000,1822.12000000
2023-05-18 00:00:00,26821.28000000,151.10000000,64.90000000,5.33800000,0.82700000,90.43000000,20.34000000,5.30800000,0.07016000,309.30000000,0.37140000,0.88300000,0.07344000,0.87220000,1800.56000000
2023-05-19 00:00:00,26880.26000000,150.50000000,65.30000000,5.37200000,0.82900000,91.80000000,20.36000000,5.31700000,0.07067000,308.90000000,0.36810000,0.88200000,0.07350000,0.87160000,1812.32000000
2023-05-20 00:00:00,27102.43000000,150.40000000,65.30000000,5.40900000,0.82900000,92.42000000,20.28000000,5.29000000,0.07257000,310.60000000,0.36620000,0.87900000,0.07361000,0.87680000,1819.42000000
2023-05-21 00:00:00,26747.78000000,150.10000000,63.90000000,5.27300000,0.83500000,92.18000000,19.61000000,5.11400000,0.07501000,306.40000000,0.36020000,0.85200000,0.07212000,0.85650000,1804.91000000
2023-05-22 00:00:00,26849.27000000,151.50000000,64.30000000,5.31100000,0.85000000,90.83000000,19.53000000,5.07400000,0.07800000,309.00000000,0.36790000,0.85100000,0.07291000,0.87180000,1817.35000000
2023-05-23 00:00:00,27219.61000000,151.70000000,65.50000000,5.40100000,0.86300000,91.70000000,20.02000000,5.07200000,0.07848000,313.50000000,0.37040000,0.86100000,0.07289000,0.88930000,1854.05000000
2023-05-24 00:00:00,26329.01000000,150.10000000,63.90000000,5.25200000,0.82900000,85.82000000,19.22000000,4.97600000,0.07686000,306.00000000,0.36380000,0.83700000,0.07064000,0.87300000,1799.89000000
2023-05-25 00:00:00,26473.79000000,151.10000000,63.50000000,5.24500000,0.82300000,86.57000000,19.25000000,4.95300000,0.07677000,304.50000000,0.35810000,0.84300000,0.07088000,0.88900000,1805.60000000
2023-05-26 00:00:00,26705.92000000,150.60000000,64.70000000,5.24500000,0.85300000,87.08000000,19.35000000,4.97600000,0.07538000,306.80000000,0.36260000,0.87700000,0.07097000,0.91070000,1827.79000000
2023-05-27 00:00:00,26854.27000000,151.20000000,65.70000000,5.33700000,0.84800000,88.55000000,20.43000000,5.04300000,0.07716000,307.40000000,0.36670000,0.88300000,0.07255000,0.92030000,1829.89000000
2023-05-28 00:00:00,28065.00000000,155.10000000,69.00000000,5.50200000,0.86000000,91.45000000,20.81000000,5.14500000,0.07742000,314.10000000,0.38280000,0.91000000,0.07352000,0.94060000,1908.64000000
2023-05-29 00:00:00,27736.40000000,154.00000000,67.40000000,5.45900000,0.85400000,90.86000000,20.57000000,5.09900000,0.07610000,311.60000000,0.37860000,0.89600000,0.07313000,0.90840000,1892.60000000
2023-05-30 00:00:00,27694.40000000,153.00000000,66.60000000,5.44200000,0.83600000,92.25000000,21.25000000,5.13500000,0.07635000,311.50000000,0.37790000,0.91200000,0.07231000,0.90110000,1900.59000000
2023-05-31 00:00:00,27210.35000000,145.90000000,63.80000000,5.31500000,0.81700000,90.42000000,20.81000000,5.02500000,0.07522000,306.80000000,0.37440000,0.89200000,0.07165000,0.89210000,1873.63000000
2023-06-01 00:00:00,26817.93000000,146.40000000,62.60000000,5.20600000,0.81200000,94.19000000,20.49000000,4.98200000,0.07477000,304.90000000,0.36440000,0.88300000,0.07142000,0.88890000,1861.78000000
2023-06-02 00:00:00,27242.59000000,146.00000000,63.60000000,5.27800000,0.85300000,95.45000000,21.26000000,5.06800000,0.08266000,307.20000000,0.37820000,0.90800000,0.07256000,0.89940000,1906.68000000
2023-06-03 00:00:00,27069.22000000,148.30000000,63.50000000,5.34100000,0.85100000,96.03000000,21.19000000,5.08500000,0.08177000,306.60000000,0.37590000,0.91100000,0.07270000,0.89950000,1892.06000000
2023-06-04 00:00:00,27115.21000000,148.10000000,62.80000000,5.31400000,0.84800000,94.19000000,21.82000000,5.01500000,0.08138000,305.00000000,0.37730000,0.91100000,0.07249000,0.89240000,1890.01000000
2023-06-05 00:00:00,25728.20000000,141.10000000,59.90000000,5.06500000,0.77400000,87.71000000,20.00000000,4.72300000,0.07832000,276.90000000,0.35140000,0.83900000,0.06640000,0.83540000,1810.50000000
2023-06-06 00:00:00,27230.08000000,147.10000000,61.70000000,5.20200000,0.80100000,90.92000000,20.38000000,4.77300000,0.07821000,281.20000000,0.35310000,0.89000000,0.07025000,0.82260000,1884.64000000
2023-06-07 00:00:00,26339.34000000,145.20000000,59.10000000,5.02400000,0.75500000,88.85000000,18.64000000,4.55200000,0.07675000,259.30000000,0.32230000,0.86300000,0.06728000,0.76510000,1832.13000000
2023-06-08 00:00:00,26498.61000000,142.50000000,59.80000000,5.02300000,0.76000000,88.50000000,18.89000000,4.63000000,0.07741000,262.00000000,0.32280000,0.89100000,0.06796000,0.78130000,1845.64000000
2023-06-09 00:00:00,26477.81000000,143.10000000,60.00000000,4.98200000,0.75800000,89.30000000,17.40000000,4.58400000,0.07200000,260.50000000,0.29510000,0.89600000,0.06947000,0.72610000,1840.37000000
2023-06-10 00:00:00,25841.21000000,137.70000000,52.70000000,4.51700000,0.67100000,77.13000000,15.61000000,4.06500000,0.06961000,238.70000000,0.27470000,0.69700000,0.06175000,0.60920000,1751.53000000
2023-06-11 00:00:00,25925.55000000,137.90000000,52.20000000,4.52300000,0.67000000,77.68000000,15.55000000,4.06000000,0.07025000,235.40000000,0.27200000,0.68400000,0.06151000,0.63480000,1752.76000000
2023-06-12 00:00:00,25905.19000000,140.20000000,53.70000000,4.53500000,0.63500000,77.50000000,15.19000000,4.30000000,0.07115000,231.30000000,0.27480000,0.67500000,0.06143000,0.64320000,1742.57000000
2023-06-13 00:00:00,25934.25000000,136.50000000,55.10000000,4.62700000,0.65000000,77.50000000,15.04000000,4.28900000,0.07192000,244.20000000,0.27520000,0.67500000,0.06175000,0.64510000,1740.12000000
2023-06-14 00:00:00,25128.60000000,133.90000000,52.10000000,4.56900000,0.56900000,73.15000000,14.48000000,4.40500000,0.07100000,237.90000000,0.26330000,0.63700000,0.06038000,0.61930000,1650.95000000
2023-06-15 00:00:00,25598.49000000,134.30000000,50.10000000,4.37400000,0.60700000,74.60000000,14.77000000,4.42800000,0.07098000,236.40000000,0.26200000,0.64000000,0.06153000,0.59070000,1666.96000000
2023-06-16 00:00:00,26345.00000000,134.70000000,50.73000000,4.42200000,0.62200000,76.13000000,15.31000000,4.55300000,0.07053000,239.30000000,0.26320000,0.63000000,0.06219000,0.59030000,1717.92000000
2023-06-17 00:00:00,26516.99000000,136.50000000,51.06000000,4.53000000,0.62000000,76.86000000,15.64000000,4.53000000,0.07164000,244.50000000,0.26670000,0.63500000,0.06220000,0.61350000,1727.76000000
2023-06-18 00:00:00,26339.97000000,137.30000000,50.93000000,4.53600000,0.62300000,77.19000000,15.45000000,4.48200000,0.07016000,244.10000000,0.26100000,0.62600000,0.06212000,0.59710000,1720.95000000
2023-06-19 00:00:00,26844.35000000,138.30000000,51.96000000,4.53000000,0.63200000,77.48000000,16.10000000,4.48100000,0.06999000,243.10000000,0.26340000,0.62900000,0.06245000,0.61470000,1737.11000000
2023-06-20 00:00:00,28307.99000000,141.80000000,53.10000000,4.66200000,0.66300000,80.33000000,16.64000000,4.57200000,0.07057000,247.70000000,0.27050000,0.63900000,0.06313000,0.63140000,1791.99000000
2023-06-21 00:00:00,29993.89000000,145.00000000,55.02000000,4.82100000,0.68800000,85.05000000,17.23000000,4.77200000,0.07233000,248.80000000,0.28620000,0.68100000,0.06561000,0.66830000,1889.11000000
2023-06-22 00:00:00,29884.92000000,149.90000000,55.60000000,4.82500000,0.66900000,85.93000000,16.62000000,4.73200000,0.07226000,240.80000000,0.28990000,0.67900000,0.06555000,0.65580000,1872.01000000
2023-06-23 00:00:00,30688.50000000,154.60000000,57.10000000,5.09800000,0.69200000,91.26000000,17.13000000,4.86000000,0.07315000,244.30000000,0.29660000,0.73900000,0.06823000,0.67580000,1892.63000000
2023-06-24 00:00:00,30527.43000000,156.60000000,57.08000000,5.00800000,0.67000000,89.71000000,16.64000000,4.73400000,0.07220000,236.40000000,0.28920000,0.72500000,0.06669000,0.65410000,1874.96000000
2023-06-25 00:00:00,30462.66000000,163.40000000,68.76000000,5.19400000,0.70300000,88.20000000,16.96000000,5.43000000,0.07313000,238.80000000,0.29210000,0.72200000,0.06672000,0.66630000,1898.80000000
2023-06-26 00:00:00,30267.99000000,163.70000000,63.17000000,5.02400000,0.67900000,87.21000000,16.27000000,5.26700000,0.07383000,236.10000000,0.28050000,0.71700000,0.06474000,0.64560000,1858.97000000
2023-06-27 00:00:00,30692.44000000,167.60000000,64.97000000,5.09600000,0.69200000,88.07000000,16.63000000,5.27900000,0.07432000,237.50000000,0.28670000,0.72100000,0.06556000,0.66210000,1889.58000000
2023-06-28 00:00:00,30077.41000000,164.70000000,59.42000000,4.87900000,0.66000000,83.02000000,15.97000000,4.83400000,0.07375000,230.60000000,0.26690000,0.66600000,0.06257000,0.61310000,1828.02000000
2023-06-29 00:00:00,30447.31000000,163.90000000,62.99000000,4.98500000,0.70900000,84.73000000,17.99000000,4.92200000,0.07445000,233.10000000,0.27520000,0.67700000,0.06342000,0.62390000,1851.99000000
2023-06-30 00:00:00,30472.00000000,168.40000000,70.54000000,5.18000000,0.76100000,108.70000000,18.86000000,5.27200000,0.07620000,240.30000000,0.28690000,0.75200000,0.06646000,0.66140000,1933.79000000
2023-07-01 00:00:00,30585.90000000,167.00000000,68.14000000,5.35100000,0.77800000,107.10000000,18.70000000,5.58700000,0.07726000,247.90000000,0.29240000,0.78200000,0.06851000,0.67680000,1924.50000000
2023-07-02 00:00:00,30617.03000000,168.70000000,70.69000000,5.49600000,0.76400000,113.58000000,19.45000000,5.56800000,0.07603000,246.50000000,0.29160000,0.76400000,0.06801000,0.68190000,1937.48000000
2023-07-03 00:00:00,31156.20000000,169.00000000,72.95000000,5.43100000,0.78400000,107.27000000,19.26000000,5.52300000,0.07731000,246.50000000,0.29670000,0.76900000,0.06845000,0.71480000,1955.54000000
2023-07-04 00:00:00,30766.51000000,165.90000000,77.08000000,5.34800000,0.80600000,104.27000000,19.13000000,5.50700000,0.07703000,242.50000000,0.29240000,0.74300000,0.06890000,0.69580000,1936.20000000
2023-07-05 00:00:00,30504.81000000,166.80000000,74.60000000,5.20800000,0.78100000,102.60000000,19.00000000,5.40800000,0.07707000,238.90000000,0.28390000,0.72300000,0.06701000,0.67060000,1910.36000000
2023-07-06 00:00:00,29895.43000000,165.60000000,70.25000000,5.01400000,0.72500000,95.25000000,19.61000000,5.26500000,0.07711000,232.20000000,0.27840000,0.70200000,0.06485000,0.66040000,1846.17000000
2023-07-07 00:00:00,30344.70000000,165.50000000,74.76000000,5.11900000,0.78800000,98.23000000,21.50000000,5.47800000,0.07882000,235.60000000,0.28440000,0.73200000,0.06540000,0.67650000,1870.91000000
2023-07-08 00:00:00,30284.63000000,167.40000000,73.60000000,5.12800000,0.78000000,97.79000000,21.81000000,5.25100000,0.08007000,236.30000000,0.29070000,0.72500000,0.06573000,0.67970000,1865.24000000
2023-07-09 00:00:00,30160.71000000,165.90000000,71.84000000,5.08100000,0.79800000,95.08000000,21.32000000,5.23100000,0.07748000,234.10000000,0.28440000,0.72500000,0.06536000,0.68840000,1862.80000000
2023-07-10 00:00:00,30411.57000000,163.60000000,69.32000000,5.13100000,0.80600000,96.72000000,21.30000000,5.23800000,0.07754000,246.20000000,0.28780000,0.72600000,0.06523000,0.73510000,1880.40000000
2023-07-11 00:00:00,30622.10000000,165.30000000,73.31000000,5.21400000,0.79300000,96.77000000,22.07000000,5.26500000,0.07734000,248.60000000,0.29270000,0.73100000,0.06528000,0.74270000,1878.30000000
2023-07-12 00:00:00,30380.00000000,163.50000000,75.60000000,5.14700000,0.78600000,96.21000000,21.94000000,5.27600000,0.07784000,243.90000000,0.28900000,0.71900000,0.06503000,0.72340000,1871.82000000
2023-07-13 00:00:00,31454.23000000,165.20000000,79.18000000,5.54500000,0.84300000,101.85000000,26.01000000,5.87300000,0.08171000,256.10000000,0.35670000,0.80200000,0.07042000,0.85020000,2004.49000000
2023-07-14 00:00:00,30312.01000000,160.70000000,81.12000000,5.45100000,0.82100000,95.13000000,26.67000000,5.87200000,0.07988000,248.10000000,0.32770000,0.77200000,0.06849000,0.80770000,1937.83000000
2023-07-15 00:00:00,30289.52000000,164.70000000,79.04000000,5.43200000,0.82100000,94.78000000,27.46000000,5.81400000,0.08082000,251.10000000,0.32600000,0.77200000,0.07197000,0.79970000,1931.41000000
2023-07-16 00:00:00,30231.99000000,165.50000000,76.83000000,5.31100000,0.80700000,92.89000000,27.42000000,5.72400000,0.07980000,242.30000000,0.31460000,0.75600000,0.06952000,0.76760000,1922.11000000
2023-07-17 00:00:00,30138.00000000,168.10000000,75.15000000,5.30400000,0.81000000,92.20000000,26.80000000,5.91500000,0.07997000,244.10000000,0.31180000,0.77400000,0.06982000,0.77750000,1911.20000000
2023-07-18 00:00:00,29859.13000000,166.90000000,72.06000000,5.18100000,0.78400000,91.56000000,25.54000000,5.91200000,0.07978000,240.20000000,0.30950000,0.75600000,0.06866000,0.73830000,1897.21000000
2023-07-19 00:00:00,29909.21000000,165.80000000,71.71000000,5.19300000,0.77700000,91.99000000,26.31000000,5.87300000,0.08031000,240.80000000,0.32260000,0.75800000,0.07003000,0.74360000,1888.63000000
2023-07-20 00:00:00,29800.00000000,165.80000000,72.52000000,5.35500000,0.78700000,92.37000000,25.38000000,6.01500000,0.08073000,242.80000000,0.31610000,0.76500000,0.07062000,0.76800000,1891.59000000
2023-07-21 00:00:00,29901.72000000,161.90000000,74.36000000,5.48500000,0.77000000,94.09000000,25.50000000,6.20500000,0.08043000,243.70000000,0.31270000,0.78400000,0.07322000,0.76930000,1891.73000000
2023-07-22 00:00:00,29794.00000000,162.30000000,71.74000000,5.31400000,0.75200000,92.09000000,24.52000000,5.99200000,0.08390000,241.10000000,0.31000000,0.77500000,0.07047000,0.74610000,1866.52000000
2023-07-23 00:00:00,30083.75000000,163.80000000,72.28000000,5.39100000,0.75800000,93.16000000,24.76000000,6.14000000,0.08337000,242.50000000,0.31710000,0.78000000,0.07180000,0.75700000,1888.73000000
2023-07-24 00:00:00,29176.50000000,161.10000000,70.28000000,5.20900000,0.72900000,89.14000000,23.37000000,5.78000000,0.08148000,238.90000000,0.30530000,0.74500000,0.07420000,0.72800000,1850.00000000
2023-07-25 00:00:00,29228.91000000,162.90000000,70.09000000,5.17500000,0.72600000,89.45000000,23.27000000,5.79200000,0.08190000,237.70000000,0.30370000,0.74200000,0.08185000,0.70800000,1857.66000000
2023-07-26 00:00:00,29351.96000000,163.00000000,72.00000000,5.23500000,0.73000000,90.64000000,25.17000000,5.84300000,0.08242000,239.00000000,0.30690000,0.74300000,0.07793000,0.72230000,1872.00000000
2023-07-27 00:00:00,29222.78000000,162.10000000,72.48000000,5.23900000,0.73000000,90.60000000,25.10000000,5.87400000,0.08265000,240.60000000,0.30770000,0.74300000,0.07761000,0.71710000,1861.28000000
2023-07-28 00:00:00,29314.14000000,163.00000000,72.80000000,5.21900000,0.72900000,91.44000000,24.82000000,6.01100000,0.08506000,241.90000000,0.30990000,0.74900000,0.07717000,0.70910000,1874.19000000
2023-07-29 00:00:00,29352.90000000,163.10000000,74.37000000,5.24800000,0.73700000,94.32000000,25.17000000,6.32300000,0.08322000,242.40000000,0.31300000,0.75600000,0.08023000,0.71850000,1880.46000000
2023-07-30 00:00:00,29281.09000000,160.30000000,70.86000000,5.18400000,0.63200000,94.03000000,24.25000000,6.41800000,0.07999000,242.50000000,0.31560000,0.75300000,0.07802000,0.69740000,1861.79000000
2023-07-31 00:00:00,29232.25000000,161.20000000,65.37000000,5.10900000,0.56700000,92.28000000,23.73000000,6.52800000,0.07792000,241.00000000,0.30700000,0.74500000,0.07786000,0.68770000,1856.14000000
2023-08-01 00:00:00,29705.99000000,160.30000000,65.60000000,5.20800000,0.61500000,93.94000000,24.05000000,6.68600000,0.07866000,247.70000000,0.31030000,0.74900000,0.07815000,0.70210000,1873.47000000
2023-08-02 00:00:00,29186.01000000,160.10000000,64.46000000,5.06100000,0.58300000,87.54000000,23.15000000,6.15800000,0.07632000,240.70000000,0.29930000,0.73000000,0.07422000,0.68040000,1839.90000000
2023-08-03 00:00:00,29193.64000000,160.40000000,62.99000000,4.97900000,0.58100000,82.55000000,22.65000000,6.09800000,0.07714000,241.10000000,0.29220000,0.71700000,0.07358000,0.66770000,1835.81000000
2023-08-04 00:00:00,29113.99000000,158.60000000,64.20000000,4.99300000,0.61200000,82.20000000,22.80000000,6.07000000,0.07679000,241.70000000,0.29350000,0.71900000,0.07347000,0.66430000,1830.23000000
2023-08-05 00:00:00,29072.13000000,159.70000000,64.49000000,4.97400000,0.62100000,83.12000000,22.65000000,6.09100000,0.07754000,243.20000000,0.29380000,0.72800000,0.07571000,0.66740000,1836.48000000
2023-08-06 00:00:00,29088.42000000,159.80000000,65.94000000,5.00500000,0.61100000,82.57000000,23.20000000,5.95400000,0.07699000,243.20000000,0.29230000,0.73000000,0.07427000,0.66730000,1830.28000000
2023-08-07 00:00:00,29211.06000000,158.40000000,64.94000000,4.97100000,0.61400000,82.49000000,23.12000000,5.87600000,0.07685000,242.10000000,0.29100000,0.72100000,0.07354000,0.66650000,1829.10000000
2023-08-08 00:00:00,29770.42000000,158.90000000,66.27000000,5.05900000,0.60100000,83.86000000,24.22000000,6.08100000,0.07677000,245.20000000,0.29740000,0.72500000,0.07496000,0.68540000,1856.30000000
2023-08-09 00:00:00,29581.99000000,157.30000000,67.34000000,5.05900000,0.61400000,84.08000000,24.38000000,6.24900000,0.07674000,243.80000000,0.30130000,0.72200000,0.07541000,0.69020000,1855.35000000
2023-08-10 00:00:00,29455.75000000,156.10000000,67.09000000,5.00600000,0.60900000,83.14000000,24.62000000,6.19100000,0.07734000,241.50000000,0.29650000,0.71700000,0.07588000,0.68540000,1852.47000000
2023-08-11 00:00:00,29426.03000000,156.90000000,65.96000000,5.00700000,0.59600000,83.58000000,24.62000000,6.20100000,0.07723000,239.70000000,0.29330000,0.71500000,0.07574000,0.68110000,1848.84000000
2023-08-12 00:00:00,29430.17000000,158.00000000,66.20000000,5.04000000,0.58500000,83.47000000,24.91000000,6.22400000,0.07751000,240.30000000,0.29190000,0.72800000,0.07670000,0.68220000,1849.93000000
2023-08-13 00:00:00,29303.84000000,158.20000000,65.65000000,4.98700000,0.57700000,81.92000000,24.23000000,6.08600000,0.07711000,240.20000000,0.28940000,0.72000000,0.07479000,0.67730000,1840.73000000
2023-08-14 00:00:00,29430.93000000,158.60000000,65.56000000,4.98900000,0.58100000,82.11000000,25.18000000,6.26100000,0.07748000,240.40000000,0.29060000,0.71900000,0.07469000,0.67960000,1845.50000000
2023-08-15 00:00:00,29200.00000000,155.40000000,63.52000000,4.81800000,0.55500000,79.26000000,23.90000000,5.95300000,0.07634000,236.70000000,0.28200000,0.67900000,0.07093000,0.63890000,1828.98000000
2023-08-16 00:00:00,28730.51000000,154.00000000,60.38000000,4.67200000,0.54100000,74.56000000,22.82000000,5.45900000,0.07465000,232.00000000,0.27470000,0.63200000,0.06717000,0.62380000,1807.81000000
2023-08-17 00:00:00,26623.41000000,141.60000000,55.43000000,4.42900000,0.49440000,64.77000000,21.66000000,4.98900000,0.07265000,218.10000000,0.25530000,0.57000000,0.06102000,0.57180000,1681.49000000
2023-08-18 00:00:00,26054.00000000,143.50000000,55.84000000,4.51000000,0.49500000,63.98000000,21.34000000,4.90700000,0.07297000,216.10000000,0.26400000,0.57400000,0.06326000,0.57760000,1661.59000000
